user_id,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_6,accuracy_7,accuracy_8,accuracy_9,accuracy_10,accuracy_over_time
5ecf28c6-23a2-42d6-a6ff-ce993a115f21,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,8
67660294-bbb6-4ab3-a244-c8b1b01aceb5,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,7
6839254d-1c0b-4351-b025-e7a83b866cc3,Wrong,Correct,Wrong,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,6
6a1e92cc-9b6f-43db-9425-a50a63862171,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Correct,Correct,Correct,5
6abe0e7a-c203-4295-be9d-8cfef306e646,Correct,Wrong,Correct,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Correct,5
6aceaf1a-1db3-4869-9042-bd962641f965,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,10
6fb37184-93c8-4864-9844-6a201f493f8d,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,9
7124039a-e6d8-461d-8c8d-03aab0ee40c7,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,8
754b25e1-6619-4059-810e-2d3db646ed3a,Wrong,Wrong,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,5
75fc9c12-825f-4518-8213-4f5ef6c373e2,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,9
77ac39e1-d989-4abc-be33-5e75f058e465,Wrong,Wrong,Correct,Wrong,Correct,Correct,Wrong,Correct,Wrong,Wrong,4
7a43f42f-1efa-4468-9398-78ec344b8a28,Wrong,Correct,Correct,Wrong,Wrong,Wrong,Correct,Wrong,Wrong,Wrong,3
7d68a2fd-bf47-4a55-8c57-8b65aa3835f4,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,9
8254a3d2-011a-40b5-8c39-5ce80f060e65,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,7
87c4f658-99bf-44aa-b1aa-c1b715d20d1a,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,7
890d0054-1498-41af-807f-4c44e63b6705,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,7
8a70457e-a769-489e-93ce-a245888bdb61,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,9
906f3db0-5356-46f1-a7ac-690f5c5cfceb,Correct,Correct,Correct,Wrong,Correct,Wrong,Wrong,Correct,Correct,Wrong,6
915afd15-f798-45f4-82eb-ccb88f4060c7,Correct,Correct,Wrong,Wrong,Correct,Wrong,Correct,Correct,Correct,Wrong,6
91cd15c3-69f0-4283-a530-d8765fe68f4a,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,7
976f6c1d-82ed-46bd-8da0-ff26e33734d2,Correct,Correct,Correct,Wrong,Correct,Wrong,Wrong,Correct,Correct,Correct,7
a13bc05e-e460-41af-b810-34bd636060d9,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,6
a706a446-fc6f-4776-b9ff-79af3c717eea,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,8
aa93908a-da69-4b99-ade0-65d2e380ea2e,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,9
aad31a5c-b8a2-4186-983f-f193e53ee96c,Correct,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Wrong,Correct,Wrong,4
acaaab78-59b3-4b2f-8ca1-33d644bf409d,Wrong,Wrong,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,4
ae9d31bb-b5aa-4721-8a01-db4a51563ece,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,8
aea67b39-2d31-4d37-ba9f-10ab00cfcca3,Correct,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Correct,Correct,Wrong,5
aecbfc12-8e59-4233-8ead-5f97e9f49b2b,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Wrong,Wrong,Wrong,5
afb0c882-6dd5-432a-9797-70d694407e13,Wrong,Wrong,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Wrong,4
b0a678f3-7bcc-4e74-8029-7fcddcaf3040,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,7
b41ac86a-65be-4f8a-90fc-e71fe5c8dfb4,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,8
c50b1266-a4f1-46d4-a11d-4a07a9e36059,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,6
c66db474-c36d-47c8-bd16-ef9cf96398d2,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,8
cc579a1c-5ef2-42db-9735-fb9af255abf8,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,8
d1a14f26-b6c7-48c3-aeb0-415aec3b5fc5,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,9
d2b0a8d6-da73-48fa-9f8e-333b0ab0f62c,Correct,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,5
d503a93f-5193-41a1-8a73-645da7868f9b,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,6
d51d8e85-2e49-488d-8dc7-cbf88d37067b,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,8
d8741ce9-0f71-442f-a225-aca0dd867101,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,9
d94b16c3-a188-4d16-9e01-d00b75618752,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,8
dab78679-91d9-4a0e-aa10-244ad1a69a97,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,9
e1584ccb-35ef-4bab-bc89-f76aa0d3cdd5,Wrong,Wrong,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,4
e1907b71-1287-43f6-81be-89699071d30c,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,8
e64adfe5-73de-435c-b8c5-52046af0f007,Correct,Wrong,Wrong,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,5
ebd4d727-c7f2-4a35-8e7f-4de4e69e5f2d,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Wrong,Correct,6
f31fab7f-25ed-4e56-9017-31b1db78c920,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,7
f65a5f96-8549-44ad-b8a4-4552323c4ca7,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,7
fc910b69-19d9-4252-a0f0-efe04a5182ad,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,8
fed1bfbc-0056-4c31-b64c-10e8b4355a61,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,9
