id,user_id,source,action,created_at,details
43296,7124039a-e6d8-461d-8c8d-03aab0ee40c7,intro-test,handleNext,2025-02-20 11:59:37.969447,"{""datapoint_count_new"":8}"
43297,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 11:59:41.347590,"{""datapoint_count"":4,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43298,7124039a-e6d8-461d-8c8d-03aab0ee40c7,intro-test,user_prediction,2025-02-20 11:59:41.743449,"{""datapoint_count"":8,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
52104,45570688-a576-4021-8b5f-01a31a9957d9,final-test,handleNext,2025-02-20 15:58:53.941626,"{""datapoint_count_new"":10}"
47093,d503a93f-5193-41a1-8a73-645da7868f9b,teaching,question,2025-02-20 13:14:27.801643,"{""datapoint_count"":8,""question"":""How <b>confident</b> is the model in the prediction <b>for this person</b>?"",""question_id"":""modelConfidence""}"
43299,7124039a-e6d8-461d-8c8d-03aab0ee40c7,intro-test,handleNext,2025-02-20 11:59:42.271881,"{""datapoint_count_new"":9}"
43300,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,user_prediction,2025-02-20 11:59:45.587249,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
43301,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,handleNext,2025-02-20 11:59:46.102757,"{""datapoint_count_new"":7}"
43302,7124039a-e6d8-461d-8c8d-03aab0ee40c7,intro-test,user_prediction,2025-02-20 11:59:46.236637,"{""datapoint_count"":9,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""3""}"
43303,7124039a-e6d8-461d-8c8d-03aab0ee40c7,intro-test,handleNext,2025-02-20 11:59:46.725340,"{""datapoint_count_new"":10}"
43304,7124039a-e6d8-461d-8c8d-03aab0ee40c7,intro-test,user_prediction,2025-02-20 11:59:50.050855,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""4""}"
43305,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,handleNext,2025-02-20 11:59:50.093204,"{""datapoint_count_new"":1}"
43306,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,user_prediction,2025-02-20 11:59:53.139442,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43307,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,handleNext,2025-02-20 11:59:53.659626,"{""datapoint_count_new"":8}"
45147,1fd0db1c-ac5c-499e-b4dc-8f9d5d9abc07,final-test,handleNext,2025-02-20 12:32:15.695457,"{""datapoint_count_new"":9}"
49640,d2b0a8d6-da73-48fa-9f8e-333b0ab0f62c,test,user_prediction,2025-02-20 14:12:15.970461,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""under 50k""}"
43308,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 11:59:55.741567,"{""datapoint_count"":4,""question"":""What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?"",""question_id"":""shapAllFeatures""}"
43309,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,user_prediction,2025-02-20 12:00:00.281550,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43310,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,handleNext,2025-02-20 12:00:00.797020,"{""datapoint_count_new"":9}"
43311,8a70457e-a769-489e-93ce-a245888bdb61,teaching,question,2025-02-20 12:00:03.961706,"{""datapoint_count"":1,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43312,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,user_prediction,2025-02-20 12:00:11.867345,"{""datapoint_count"":9,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
43313,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,handleNext,2025-02-20 12:00:12.381008,"{""datapoint_count_new"":10}"
43314,0d178eae-4cbc-449a-a888-23bc9852e8e3,test,handleNext,2025-02-20 12:00:12.891894,"{""datapoint_count_new"":4}"
43315,0d178eae-4cbc-449a-a888-23bc9852e8e3,test,user_prediction,2025-02-20 12:00:16.892553,"{""datapoint_count"":4,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43316,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,handleNext,2025-02-20 12:00:17.010362,"{""datapoint_count_new"":5}"
43317,8a70457e-a769-489e-93ce-a245888bdb61,teaching,question,2025-02-20 12:00:18.611435,"{""datapoint_count"":1,""question"":""Why are these the most important attributes?"",""question_id"":""followupWhyThisFeatureImportant""}"
43318,ae9d31bb-b5aa-4721-8a01-db4a51563ece,intro-test,user_prediction,2025-02-20 12:00:19.883581,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
43319,ae9d31bb-b5aa-4721-8a01-db4a51563ece,teaching,handleNext,2025-02-20 12:00:19.915888,"{""datapoint_count_new"":1}"
43320,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,user_prediction,2025-02-20 12:00:20.545418,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""over 50k""}"
43321,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,user_prediction,2025-02-20 12:00:22.195220,"{""datapoint_count"":5,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43322,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:00:24.559999,"{""datapoint_count"":5,""question"":""What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?"",""question_id"":""shapAllFeatures""}"
43323,f65a5f96-8549-44ad-b8a4-4552323c4ca7,intro-test,user_prediction,2025-02-20 12:00:26.258886,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
43324,f65a5f96-8549-44ad-b8a4-4552323c4ca7,intro-test,handleNext,2025-02-20 12:00:26.863004,"{""datapoint_count_new"":3}"
43325,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:00:31.348700,"{""datapoint_count"":1,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43326,0d178eae-4cbc-449a-a888-23bc9852e8e3,test,handleNext,2025-02-20 12:00:40.677201,"{""datapoint_count_new"":5}"
43327,0d178eae-4cbc-449a-a888-23bc9852e8e3,test,user_prediction,2025-02-20 12:00:45.965441,"{""datapoint_count"":5,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43328,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,handleNext,2025-02-20 12:00:46.082993,"{""datapoint_count_new"":6}"
43329,f65a5f96-8549-44ad-b8a4-4552323c4ca7,intro-test,user_prediction,2025-02-20 12:00:47.371460,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43330,f65a5f96-8549-44ad-b8a4-4552323c4ca7,intro-test,handleNext,2025-02-20 12:00:48.016424,"{""datapoint_count_new"":4}"
43331,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,user_prediction,2025-02-20 12:00:54.477188,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43332,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:00:56.644172,"{""datapoint_count"":6,""question"":""What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?"",""question_id"":""shapAllFeatures""}"
43333,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:00:57.957244,"{""datapoint_count"":1,""question"":""Which <b>group of attributes</b> is most important for <b>for this person</b>?"",""question_id"":""anchor""}"
43334,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,proceeding_stop,2025-02-20 12:01:02.643868,"{""datapoint_count"":1,""message"":{""feedback"":true,""followup"":null,""id"":""9056bde0-555b-435e-aeec-50e7d6b04791"",""isUser"":false,""reasoning"":"""",""text"":""Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...""}}"
43335,ae9d31bb-b5aa-4721-8a01-db4a51563ece,teaching,user_prediction,2025-02-20 12:01:04.090342,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""over 50k""}"
43336,7124039a-e6d8-461d-8c8d-03aab0ee40c7,test,handleNext,2025-02-20 12:01:06.138434,"{""datapoint_count_new"":1}"
43337,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,user_prediction,2025-02-20 12:01:06.217097,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43338,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,handleNext,2025-02-20 12:01:06.755149,"{""datapoint_count_new"":2}"
43339,ae9d31bb-b5aa-4721-8a01-db4a51563ece,teaching,question,2025-02-20 12:01:15.553803,"{""datapoint_count"":1,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43340,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,user_prediction,2025-02-20 12:01:15.982644,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43341,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,handleNext,2025-02-20 12:01:16.520110,"{""datapoint_count_new"":3}"
43342,7124039a-e6d8-461d-8c8d-03aab0ee40c7,test,user_prediction,2025-02-20 12:01:19.669727,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43343,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,handleNext,2025-02-20 12:01:19.748563,"{""datapoint_count_new"":2}"
43344,f65a5f96-8549-44ad-b8a4-4552323c4ca7,intro-test,user_prediction,2025-02-20 12:01:21.487217,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
43345,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:01:21.965533,"{""datapoint_count"":6,""question"":""How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?"",""question_id"":""globalPdp""}"
43346,f65a5f96-8549-44ad-b8a4-4552323c4ca7,intro-test,handleNext,2025-02-20 12:01:22.126456,"{""datapoint_count_new"":5}"
43347,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:01:24.292103,"{""datapoint_count"":6,""question"":""How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?"",""question_id"":""globalPdp""}"
43348,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,user_prediction,2025-02-20 12:01:25.612653,"{""datapoint_count"":3,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43349,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,handleNext,2025-02-20 12:01:26.153170,"{""datapoint_count_new"":4}"
43350,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,user_prediction,2025-02-20 12:01:26.586650,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""under 50k""}"
43351,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:01:26.672584,"{""datapoint_count"":6,""question"":""How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?"",""question_id"":""globalPdp""}"
43352,ae9d31bb-b5aa-4721-8a01-db4a51563ece,teaching,question,2025-02-20 12:01:30.770169,"{""datapoint_count"":1,""question"":""Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""least3Features""}"
43353,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,user_prediction,2025-02-20 12:01:31.784455,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43354,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,handleNext,2025-02-20 12:01:32.323520,"{""datapoint_count_new"":5}"
43355,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,proceeding_stop,2025-02-20 12:01:33.704062,"{""datapoint_count"":2,""message"":{""feedback"":true,""followup"":null,""id"":""b67dfad2-d472-467c-8bae-8a253f716122"",""isUser"":false,""reasoning"":"""",""text"":""Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...""}}"
43356,8a70457e-a769-489e-93ce-a245888bdb61,teaching,question,2025-02-20 12:01:35.104408,"{""datapoint_count"":1,""question"":""Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?"",""question_id"":""ceterisParibus""}"
43357,7124039a-e6d8-461d-8c8d-03aab0ee40c7,test,handleNext,2025-02-20 12:01:35.612413,"{""datapoint_count_new"":2}"
43358,7124039a-e6d8-461d-8c8d-03aab0ee40c7,test,user_prediction,2025-02-20 12:01:40.782005,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43359,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,handleNext,2025-02-20 12:01:40.863988,"{""datapoint_count_new"":3}"
44254,3ed2a7a8-fe74-49cb-ba4a-a1cad09922ee,test,user_prediction,2025-02-20 12:19:59.756587,"{""datapoint_count"":9,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43360,ae9d31bb-b5aa-4721-8a01-db4a51563ece,teaching,proceeding_stop,2025-02-20 12:01:41.248516,"{""datapoint_count"":1,""message"":{""feedback"":true,""followup"":null,""id"":""015f4bbd-e07f-49ed-af84-415d1042b274"",""isUser"":false,""reasoning"":"""",""text"":""Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...""}}"
43361,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,user_prediction,2025-02-20 12:01:43.009009,"{""datapoint_count"":5,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43362,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,handleNext,2025-02-20 12:01:43.548941,"{""datapoint_count_new"":6}"
43363,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,user_prediction,2025-02-20 12:01:50.596771,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""under 50k""}"
43364,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,user_prediction,2025-02-20 12:01:51.867391,"{""datapoint_count"":6,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
43365,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,handleNext,2025-02-20 12:01:52.410511,"{""datapoint_count_new"":7}"
43366,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:01:53.907355,"{""datapoint_count"":6,""question"":""Which <b>group of attributes</b> is most important for <b>for this person</b>?"",""question_id"":""anchor""}"
43367,ae9d31bb-b5aa-4721-8a01-db4a51563ece,teaching,question,2025-02-20 12:01:55.866382,"{""datapoint_count"":1,""question"":""Which <b>group of attributes</b> is most important for <b>for this person</b>?"",""question_id"":""anchor""}"
43368,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:01:58.053507,"{""datapoint_count"":3,""question"":""What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?"",""question_id"":""shapAllFeatures""}"
43369,f65a5f96-8549-44ad-b8a4-4552323c4ca7,intro-test,user_prediction,2025-02-20 12:01:58.868723,"{""datapoint_count"":5,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43370,f65a5f96-8549-44ad-b8a4-4552323c4ca7,intro-test,handleNext,2025-02-20 12:01:59.544369,"{""datapoint_count_new"":6}"
43371,0d178eae-4cbc-449a-a888-23bc9852e8e3,test,handleNext,2025-02-20 12:02:02.407834,"{""datapoint_count_new"":6}"
43372,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,user_prediction,2025-02-20 12:02:02.764109,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43373,ae9d31bb-b5aa-4721-8a01-db4a51563ece,teaching,question,2025-02-20 12:02:03.241371,"{""datapoint_count"":1,""question"":""How <b>confident</b> is the model in the prediction <b>for this person</b>?"",""question_id"":""modelConfidence""}"
43374,67660294-bbb6-4ab3-a244-c8b1b01aceb5,intro-test,handleNext,2025-02-20 12:02:03.302880,"{""datapoint_count_new"":8}"
43375,0d178eae-4cbc-449a-a888-23bc9852e8e3,test,user_prediction,2025-02-20 12:02:08.211313,"{""datapoint_count"":6,""prediction"":""under 50k"",""true_label"":""under 50k""}"
