id,user_id,source,action,created_at,datapoint_count,question,question_id
42927,2e156a91-b1d5-4a05-9009-5f167e98df7d,teaching,question,2025-02-20 10:33:38.293246,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
42938,2e156a91-b1d5-4a05-9009-5f167e98df7d,teaching,question,2025-02-20 10:34:04.315854,1,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp
43036,2fe272a7-2258-4b6d-be3b-506b7d13b5f4,teaching,question,2025-02-20 10:41:49.820454,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
43038,2fe272a7-2258-4b6d-be3b-506b7d13b5f4,teaching,question,2025-02-20 10:42:11.856276,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
43040,2fe272a7-2258-4b6d-be3b-506b7d13b5f4,teaching,question,2025-02-20 10:42:33.107214,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
43041,2fe272a7-2258-4b6d-be3b-506b7d13b5f4,teaching,question,2025-02-20 10:42:42.193425,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43042,2fe272a7-2258-4b6d-be3b-506b7d13b5f4,teaching,question,2025-02-20 10:42:57.969519,1,Why do most important factors change?,followupWhyFeatureImportancesChange
43122,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:03:51.041690,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
43123,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:04:11.827115,1,Why are these the most important attributes?,followupWhyThisFeatureImportant
43124,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:04:20.118220,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
43125,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:04:32.800557,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43126,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:04:45.244081,1,Why do most important factors change?,followupWhyFeatureImportancesChange
43127,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:05:07.186516,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
43128,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:05:07.711593,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
43129,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:05:12.251656,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
43130,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:05:13.589937,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
43131,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:05:16.588069,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
43132,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:05:19.706812,1,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus
43137,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:06:00.177238,2,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43138,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:06:05.708203,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
43139,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:06:10.184990,2,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
43140,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:06:21.486872,2,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
43141,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:06:23.660634,2,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
43142,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:06:27.986570,2,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
43147,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:06:47.260222,3,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43148,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:06:55.969727,3,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus
43153,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:07:12.426382,4,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43154,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:07:26.258427,4,Why do most important factors change?,followupWhyFeatureImportancesChange
43159,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:07:46.906296,5,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43160,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:08:01.592929,5,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
43161,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:08:07.549469,5,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43162,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:08:13.726441,5,Why do most important factors change?,followupWhyFeatureImportancesChange
43167,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:08:33.105193,6,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
43172,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:09:05.874631,7,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
43173,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:09:39.443049,7,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43178,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:09:59.976547,8,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43179,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:10:06.446220,8,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43184,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:10:28.829101,9,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43189,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:10:48.270980,10,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43190,58f72779-0c37-4972-a64f-cd9e072b0873,teaching,question,2025-02-20 11:10:50.204042,10,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
43829,d51d8e85-2e49-488d-8dc7-cbf88d37067b,teaching,question,2025-02-20 12:12:35.472770,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
43847,d51d8e85-2e49-488d-8dc7-cbf88d37067b,teaching,question,2025-02-20 12:12:56.702314,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43922,d51d8e85-2e49-488d-8dc7-cbf88d37067b,teaching,question,2025-02-20 12:14:38.620492,2,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
44201,d51d8e85-2e49-488d-8dc7-cbf88d37067b,teaching,question,2025-02-20 12:18:53.855518,5,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43242,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 11:56:39.308945,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43245,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 11:56:55.280342,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43248,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 11:57:18.780261,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
43253,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 11:58:13.349864,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
43297,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 11:59:41.347590,4,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
43308,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 11:59:55.741567,4,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43322,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:00:24.559999,5,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43332,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:00:56.644172,6,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43345,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:01:21.965533,6,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp
43347,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:01:24.292103,6,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp
43351,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:01:26.672584,6,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp
43366,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:01:53.907355,6,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43399,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:02:29.772210,8,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43407,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:02:47.125098,8,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
43428,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:03:16.891800,9,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43435,0d178eae-4cbc-449a-a888-23bc9852e8e3,teaching,question,2025-02-20 12:03:23.736749,9,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43325,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:00:31.348700,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
43333,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:00:57.957244,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43368,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:01:58.053507,3,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
43378,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:02:10.473148,3,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43403,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:02:40.896782,4,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
43405,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:02:45.297905,4,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
43410,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:02:54.420152,4,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
43481,7124039a-e6d8-461d-8c8d-03aab0ee40c7,teaching,question,2025-02-20 12:04:33.574711,8,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
43339,ae9d31bb-b5aa-4721-8a01-db4a51563ece,teaching,question,2025-02-20 12:01:15.553803,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
