id,user_id,source,action,created_at,datapoint_count,question,question_id,typed_question,feature_id,text,reasoning
42696,participant_0018,teaching,question,2025-02-20 10:20:05.368934,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
42698,participant_0018,teaching,question,2025-02-20 10:20:10.445518,2,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,
42699,participant_0018,teaching,question,2025-02-20 10:20:10.446723,2,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,
42702,participant_0018,teaching,question,2025-02-20 10:20:14.399141,2,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
42703,participant_0018,teaching,question,2025-02-20 10:20:14.400489,2,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
42774,participant_0018,teaching,question,2025-02-20 10:23:17.124009,8,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
42739,participant_0018,teaching,question,2025-02-20 10:21:41.114896,5,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
42743,participant_0018,teaching,question,2025-02-20 10:21:50.508189,5,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
42769,participant_0018,teaching,question,2025-02-20 10:22:45.339483,7,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
42855,participant_0026,teaching,question,2025-02-20 10:29:00.292012,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
42858,participant_0026,teaching,question,2025-02-20 10:29:10.595260,1,Why are these the most important attributes?,followupWhyThisFeatureImportant,,,,
42879,participant_0026,teaching,question,2025-02-20 10:30:20.432522,2,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
42885,participant_0026,teaching,question,2025-02-20 10:30:34.114379,2,How are the different values of <b>Age</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
46787,participant_0014,teaching,question,2025-02-20 13:11:09.548082,1,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
46794,participant_0014,teaching,question,2025-02-20 13:11:18.595937,1,Why are all these attributes considered?,followupWhyAreTheseFeaturesConsidered,,,,
46821,participant_0014,teaching,question,2025-02-20 13:11:42.118851,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
46824,participant_0014,teaching,question,2025-02-20 13:11:43.536052,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
46774,participant_0014,teaching,question,2025-02-20 13:10:42.225799,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
46808,participant_0014,teaching,question,2025-02-20 13:11:33.720497,1,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
46912,participant_0014,teaching,question,2025-02-20 13:12:28.345036,2,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
46924,participant_0014,teaching,question,2025-02-20 13:12:33.562635,2,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
46940,participant_0014,teaching,question,2025-02-20 13:12:45.587468,2,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
46964,participant_0014,teaching,question,2025-02-20 13:12:54.329698,2,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
46986,participant_0014,teaching,question,2025-02-20 13:13:09.561815,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
47038,participant_0014,teaching,question,2025-02-20 13:13:47.884000,3,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
47029,participant_0014,teaching,question,2025-02-20 13:13:39.634362,3,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
47082,participant_0014,teaching,question,2025-02-20 13:14:20.439771,4,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
47092,participant_0014,teaching,question,2025-02-20 13:14:26.362071,4,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
47135,participant_0014,teaching,question,2025-02-20 13:14:57.545801,5,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
47164,participant_0014,teaching,question,2025-02-20 13:15:11.583890,5,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
47167,participant_0014,teaching,question,2025-02-20 13:15:15.447398,5,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
47211,participant_0014,teaching,question,2025-02-20 13:15:37.563382,6,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
47225,participant_0014,teaching,question,2025-02-20 13:15:47.470645,6,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
47222,participant_0014,teaching,question,2025-02-20 13:15:41.864986,6,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
47255,participant_0014,teaching,question,2025-02-20 13:16:05.844460,7,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
47271,participant_0014,teaching,question,2025-02-20 13:16:13.810014,7,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
47279,participant_0014,teaching,question,2025-02-20 13:16:18.938664,7,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
47336,participant_0014,teaching,question,2025-02-20 13:16:46.462660,8,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
47331,participant_0014,teaching,question,2025-02-20 13:16:42.545582,8,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
47343,participant_0014,teaching,question,2025-02-20 13:16:51.081630,8,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
47401,participant_0014,teaching,question,2025-02-20 13:17:20.108042,9,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
47407,participant_0014,teaching,question,2025-02-20 13:17:26.498514,9,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
47442,participant_0014,teaching,question,2025-02-20 13:17:49.549554,10,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
47410,participant_0014,teaching,question,2025-02-20 13:17:27.971877,9,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
47435,participant_0014,teaching,question,2025-02-20 13:17:43.892009,10,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
42913,participant_0021,teaching,question,2025-02-20 10:32:31.619239,1,Why are these the most important attributes?,followupWhyThisFeatureImportant,,,,
42920,participant_0021,teaching,question,2025-02-20 10:33:11.797012,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
42926,participant_0021,teaching,question,2025-02-20 10:33:38.242942,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
42928,participant_0021,teaching,question,2025-02-20 10:33:39.590939,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
42937,participant_0021,teaching,question,2025-02-20 10:34:04.309534,1,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
42910,participant_0021,teaching,question,2025-02-20 10:32:20.560016,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
42923,participant_0021,teaching,question,2025-02-20 10:33:20.262655,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
42927,participant_0021,teaching,question,2025-02-20 10:33:38.293246,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
42938,participant_0021,teaching,question,2025-02-20 10:34:04.315854,1,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
43036,participant_0025,teaching,question,2025-02-20 10:41:49.820454,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
43038,participant_0025,teaching,question,2025-02-20 10:42:11.856276,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43040,participant_0025,teaching,question,2025-02-20 10:42:33.107214,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
43041,participant_0025,teaching,question,2025-02-20 10:42:42.193425,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43042,participant_0025,teaching,question,2025-02-20 10:42:57.969519,1,Why do most important factors change?,followupWhyFeatureImportancesChange,,,,
43122,participant_0044,teaching,question,2025-02-20 11:03:51.041690,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43123,participant_0044,teaching,question,2025-02-20 11:04:11.827115,1,Why are these the most important attributes?,followupWhyThisFeatureImportant,,,,
43124,participant_0044,teaching,question,2025-02-20 11:04:20.118220,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
43125,participant_0044,teaching,question,2025-02-20 11:04:32.800557,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43126,participant_0044,teaching,question,2025-02-20 11:04:45.244081,1,Why do most important factors change?,followupWhyFeatureImportancesChange,,,,
43127,participant_0044,teaching,question,2025-02-20 11:05:07.186516,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
43128,participant_0044,teaching,question,2025-02-20 11:05:07.711593,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
43129,participant_0044,teaching,question,2025-02-20 11:05:12.251656,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
43130,participant_0044,teaching,question,2025-02-20 11:05:13.589937,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
43131,participant_0044,teaching,question,2025-02-20 11:05:16.588069,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
43132,participant_0044,teaching,question,2025-02-20 11:05:19.706812,1,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,
43137,participant_0044,teaching,question,2025-02-20 11:06:00.177238,2,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43138,participant_0044,teaching,question,2025-02-20 11:06:05.708203,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
43139,participant_0044,teaching,question,2025-02-20 11:06:10.184990,2,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
43140,participant_0044,teaching,question,2025-02-20 11:06:21.486872,2,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
43141,participant_0044,teaching,question,2025-02-20 11:06:23.660634,2,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
43142,participant_0044,teaching,question,2025-02-20 11:06:27.986570,2,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
43147,participant_0044,teaching,question,2025-02-20 11:06:47.260222,3,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43148,participant_0044,teaching,question,2025-02-20 11:06:55.969727,3,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,
43153,participant_0044,teaching,question,2025-02-20 11:07:12.426382,4,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43154,participant_0044,teaching,question,2025-02-20 11:07:26.258427,4,Why do most important factors change?,followupWhyFeatureImportancesChange,,,,
43159,participant_0044,teaching,question,2025-02-20 11:07:46.906296,5,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43160,participant_0044,teaching,question,2025-02-20 11:08:01.592929,5,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
43161,participant_0044,teaching,question,2025-02-20 11:08:07.549469,5,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43162,participant_0044,teaching,question,2025-02-20 11:08:13.726441,5,Why do most important factors change?,followupWhyFeatureImportancesChange,,,,
43167,participant_0044,teaching,question,2025-02-20 11:08:33.105193,6,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
43172,participant_0044,teaching,question,2025-02-20 11:09:05.874631,7,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
43173,participant_0044,teaching,question,2025-02-20 11:09:39.443049,7,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43178,participant_0044,teaching,question,2025-02-20 11:09:59.976547,8,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43179,participant_0044,teaching,question,2025-02-20 11:10:06.446220,8,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43184,participant_0044,teaching,question,2025-02-20 11:10:28.829101,9,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43189,participant_0044,teaching,question,2025-02-20 11:10:48.270980,10,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43190,participant_0044,teaching,question,2025-02-20 11:10:50.204042,10,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
43829,participant_0103,teaching,question,2025-02-20 12:12:35.472770,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
43847,participant_0103,teaching,question,2025-02-20 12:12:56.702314,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43922,participant_0103,teaching,question,2025-02-20 12:14:38.620492,2,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
44201,participant_0103,teaching,question,2025-02-20 12:18:53.855518,5,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43242,participant_0006,teaching,question,2025-02-20 11:56:39.308945,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43245,participant_0006,teaching,question,2025-02-20 11:56:55.280342,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43248,participant_0006,teaching,question,2025-02-20 11:57:18.780261,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43253,participant_0006,teaching,question,2025-02-20 11:58:13.349864,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
43297,participant_0006,teaching,question,2025-02-20 11:59:41.347590,4,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43308,participant_0006,teaching,question,2025-02-20 11:59:55.741567,4,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43322,participant_0006,teaching,question,2025-02-20 12:00:24.559999,5,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43332,participant_0006,teaching,question,2025-02-20 12:00:56.644172,6,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43345,participant_0006,teaching,question,2025-02-20 12:01:21.965533,6,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
43347,participant_0006,teaching,question,2025-02-20 12:01:24.292103,6,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
43351,participant_0006,teaching,question,2025-02-20 12:01:26.672584,6,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
43366,participant_0006,teaching,question,2025-02-20 12:01:53.907355,6,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43399,participant_0006,teaching,question,2025-02-20 12:02:29.772210,8,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43407,participant_0006,teaching,question,2025-02-20 12:02:47.125098,8,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
43428,participant_0006,teaching,question,2025-02-20 12:03:16.891800,9,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43435,participant_0006,teaching,question,2025-02-20 12:03:23.736749,9,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43325,participant_0058,teaching,question,2025-02-20 12:00:31.348700,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43333,participant_0058,teaching,question,2025-02-20 12:00:57.957244,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43368,participant_0058,teaching,question,2025-02-20 12:01:58.053507,3,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43378,participant_0058,teaching,question,2025-02-20 12:02:10.473148,3,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43403,participant_0058,teaching,question,2025-02-20 12:02:40.896782,4,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
43405,participant_0058,teaching,question,2025-02-20 12:02:45.297905,4,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
43410,participant_0058,teaching,question,2025-02-20 12:02:54.420152,4,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43481,participant_0058,teaching,question,2025-02-20 12:04:33.574711,8,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43339,participant_0088,teaching,question,2025-02-20 12:01:15.553803,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43352,participant_0088,teaching,question,2025-02-20 12:01:30.770169,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
43367,participant_0088,teaching,question,2025-02-20 12:01:55.866382,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43373,participant_0088,teaching,question,2025-02-20 12:02:03.241371,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
43401,participant_0088,teaching,question,2025-02-20 12:02:37.211633,2,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
43402,participant_0088,teaching,question,2025-02-20 12:02:40.858151,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
43404,participant_0088,teaching,question,2025-02-20 12:02:44.009728,2,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43424,participant_0088,teaching,question,2025-02-20 12:03:10.609700,3,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43432,participant_0088,teaching,question,2025-02-20 12:03:20.898672,3,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
43437,participant_0088,teaching,question,2025-02-20 12:03:25.346264,3,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
43454,participant_0088,teaching,question,2025-02-20 12:03:47.666101,4,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
43459,participant_0088,teaching,question,2025-02-20 12:03:51.218330,4,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
43471,participant_0088,teaching,question,2025-02-20 12:04:20.290319,5,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
43477,participant_0088,teaching,question,2025-02-20 12:04:30.105997,5,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
