id,user_id,source,action,created_at,details
18085,participant_0043,intro-test,handleNext,2024-04-15 12:28:19.331523,"{""datapoint_count_new"":10}"
18119,participant_0043,intro-test,user_prediction,2024-04-15 12:28:57.472297,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""3""}"
18123,participant_0043,teaching,handleNext,2024-04-15 12:28:59.927428,"{""datapoint_count_new"":1}"
18084,participant_0043,intro-test,user_prediction,2024-04-15 12:28:19.219034,"{""datapoint_count"":9,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""4""}"
18214,participant_0043,teaching,user_prediction,2024-04-15 12:30:19.910940,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k""}"
18343,participant_0043,test,handleNext,2024-04-15 12:31:53.417575,"{""datapoint_count_new"":1}"
18394,participant_0043,test,user_prediction,2024-04-15 12:32:19.984805,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""under 50k""}"
18397,participant_0043,teaching,handleNext,2024-04-15 12:32:22.563907,"{""datapoint_count_new"":2}"
18536,participant_0043,teaching,handleNext,2024-04-15 12:33:41.058301,"{""datapoint_count_new"":3}"
18550,participant_0043,teaching,user_prediction,2024-04-15 12:33:54.993733,"{""datapoint_count"":3,""prediction"":""over 50k"",""true_label"":""over 50k""}"
18562,participant_0043,test,handleNext,2024-04-15 12:33:59.729916,"{""datapoint_count_new"":3}"
18441,participant_0043,teaching,user_prediction,2024-04-15 12:32:43.628599,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""over 50k""}"
18511,participant_0043,test,handleNext,2024-04-15 12:33:27.589891,"{""datapoint_count_new"":2}"
18526,participant_0043,test,user_prediction,2024-04-15 12:33:35.110996,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""under 50k""}"
18631,participant_0043,test,handleNext,2024-04-15 12:34:42.401926,"{""datapoint_count_new"":4}"
18585,participant_0043,test,user_prediction,2024-04-15 12:34:13.336949,"{""datapoint_count"":3,""prediction"":""over 50k"",""true_label"":""over 50k""}"
18594,participant_0043,teaching,handleNext,2024-04-15 12:34:17.612048,"{""datapoint_count_new"":4}"
18623,participant_0043,teaching,user_prediction,2024-04-15 12:34:37.531912,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k""}"
18664,participant_0043,test,user_prediction,2024-04-15 12:34:56.998128,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k""}"
18688,participant_0043,teaching,handleNext,2024-04-15 12:35:06.256851,"{""datapoint_count_new"":5}"
18702,participant_0043,teaching,user_prediction,2024-04-15 12:35:14.846892,"{""datapoint_count"":5,""prediction"":""under 50k"",""true_label"":""under 50k""}"
18709,participant_0043,test,handleNext,2024-04-15 12:35:18.135415,"{""datapoint_count_new"":5}"
19764,participant_0043,final-test,user_prediction,2024-04-15 12:49:52.441861,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""4"",""feedback"":""only works 25 hours""}"
18746,participant_0043,test,user_prediction,2024-04-15 12:35:40.041133,"{""datapoint_count"":5,""prediction"":""under 50k"",""true_label"":""under 50k""}"
18752,participant_0043,teaching,handleNext,2024-04-15 12:35:45.701255,"{""datapoint_count_new"":6}"
18764,participant_0043,teaching,user_prediction,2024-04-15 12:35:53.265172,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k""}"
19786,participant_0043,final-test,user_prediction,2024-04-15 12:50:37.332563,"{""datapoint_count"":9,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""4"",""feedback"":""the person has low education, is single and in an admin role""}"
18797,participant_0043,test,handleNext,2024-04-15 12:36:17.330362,"{""datapoint_count_new"":6}"
18816,participant_0043,test,user_prediction,2024-04-15 12:36:31.584310,"{""datapoint_count"":6,""prediction"":""under 50k"",""true_label"":""under 50k""}"
18820,participant_0043,teaching,handleNext,2024-04-15 12:36:34.161778,"{""datapoint_count_new"":7}"
18837,participant_0043,teaching,user_prediction,2024-04-15 12:36:47.040238,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""under 50k""}"
18890,participant_0043,teaching,user_prediction,2024-04-15 12:37:29.626792,"{""datapoint_count"":7,""prediction"":""under 50k"",""true_label"":""under 50k""}"
18950,participant_0043,teaching,user_prediction,2024-04-15 12:38:05.537655,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""under 50k""}"
18968,participant_0043,test,handleNext,2024-04-15 12:38:22.458533,"{""datapoint_count_new"":8}"
18922,participant_0043,teaching,handleNext,2024-04-15 12:37:47.977364,"{""datapoint_count_new"":8}"
18900,participant_0043,test,handleNext,2024-04-15 12:37:37.871409,"{""datapoint_count_new"":7}"
18914,participant_0043,test,user_prediction,2024-04-15 12:37:45.410068,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""under 50k""}"
18991,participant_0043,test,user_prediction,2024-04-15 12:38:34.201032,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""over 50k""}"
18997,participant_0043,teaching,handleNext,2024-04-15 12:38:36.797399,"{""datapoint_count_new"":9}"
19036,participant_0043,teaching,user_prediction,2024-04-15 12:39:02.622308,"{""datapoint_count"":9,""prediction"":""under 50k"",""true_label"":""under 50k""}"
19044,participant_0043,test,handleNext,2024-04-15 12:39:10.195980,"{""datapoint_count_new"":9}"
19130,participant_0043,test,user_prediction,2024-04-15 12:39:45.875016,"{""datapoint_count"":9,""prediction"":""over 50k"",""true_label"":""under 50k""}"
19139,participant_0043,teaching,handleNext,2024-04-15 12:39:48.648613,"{""datapoint_count_new"":10}"
19175,participant_0043,teaching,user_prediction,2024-04-15 12:40:06.839348,"{""datapoint_count"":10,""prediction"":""over 50k"",""true_label"":""over 50k""}"
19228,participant_0043,test,handleNext,2024-04-15 12:40:40.759871,"{""datapoint_count_new"":10}"
19167,participant_0043,teaching,user_prediction,2024-04-15 12:40:04.052233,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""over 50k""}"
19247,participant_0043,final-test,handleNext,2024-04-15 12:40:53.931511,"{""datapoint_count_new"":1}"
19246,participant_0043,test,user_prediction,2024-04-15 12:40:53.710494,"{""datapoint_count"":10,""prediction"":""over 50k"",""true_label"":""under 50k""}"
44583,participant_0024,teaching,user_prediction,2025-02-20 12:24:31.528125,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""under 50k""}"
43239,participant_0006,teaching,user_prediction,2025-02-20 11:56:22.280637,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43240,participant_0069,intro-test,user_prediction,2025-02-20 11:56:33.258992,"{""datapoint_count"":4,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43241,participant_0069,intro-test,handleNext,2025-02-20 11:56:34.151164,"{""datapoint_count_new"":5}"
43242,participant_0006,teaching,question,2025-02-20 11:56:39.308945,"{""datapoint_count"":1,""question"":""Which <b>group of attributes</b> is most important for <b>for this person</b>?"",""question_id"":""anchor""}"
43243,participant_0069,intro-test,user_prediction,2025-02-20 11:56:54.193220,"{""datapoint_count"":5,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43244,participant_0069,intro-test,handleNext,2025-02-20 11:56:55.046802,"{""datapoint_count_new"":6}"
43245,participant_0006,teaching,question,2025-02-20 11:56:55.280342,"{""datapoint_count"":1,""question"":""What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?"",""question_id"":""shapAllFeatures""}"
43246,participant_0069,intro-test,user_prediction,2025-02-20 11:57:11.347898,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43247,participant_0069,intro-test,handleNext,2025-02-20 11:57:12.244392,"{""datapoint_count_new"":7}"
43248,participant_0006,teaching,question,2025-02-20 11:57:18.780261,"{""datapoint_count"":1,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43249,participant_0069,intro-test,user_prediction,2025-02-20 11:57:31.317897,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""3""}"
43250,participant_0069,intro-test,handleNext,2025-02-20 11:57:32.213059,"{""datapoint_count_new"":8}"
43251,participant_0069,intro-test,user_prediction,2025-02-20 11:57:50.048181,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43252,participant_0069,intro-test,handleNext,2025-02-20 11:57:50.850407,"{""datapoint_count_new"":9}"
43253,participant_0006,teaching,question,2025-02-20 11:58:13.349864,"{""datapoint_count"":1,""question"":""Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?"",""question_id"":""ceterisParibus""}"
43254,participant_0069,intro-test,user_prediction,2025-02-20 11:58:14.750122,"{""datapoint_count"":9,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
43255,participant_0069,intro-test,handleNext,2025-02-20 11:58:15.500186,"{""datapoint_count_new"":10}"
43256,participant_0069,intro-test,user_prediction,2025-02-20 11:58:23.334395,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43257,participant_0069,teaching,handleNext,2025-02-20 11:58:23.722627,"{""datapoint_count_new"":1}"
43258,participant_0058,intro-test,user_prediction,2025-02-20 11:58:24.226064,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""3""}"
43259,participant_0058,intro-test,handleNext,2025-02-20 11:58:24.751443,"{""datapoint_count_new"":2}"
43260,participant_0006,test,handleNext,2025-02-20 11:58:29.229002,"{""datapoint_count_new"":1}"
43261,participant_0058,intro-test,user_prediction,2025-02-20 11:58:37.288047,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43262,participant_0058,intro-test,handleNext,2025-02-20 11:58:38.027511,"{""datapoint_count_new"":3}"
43263,participant_0006,test,user_prediction,2025-02-20 11:58:44.952024,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43264,participant_0006,teaching,handleNext,2025-02-20 11:58:45.076921,"{""datapoint_count_new"":2}"
43265,participant_0088,intro-test,user_prediction,2025-02-20 11:58:49.523007,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
43266,participant_0088,intro-test,handleNext,2025-02-20 11:58:50.043649,"{""datapoint_count_new"":2}"
43267,participant_0058,intro-test,user_prediction,2025-02-20 11:58:55.387023,"{""datapoint_count"":3,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43268,participant_0058,intro-test,handleNext,2025-02-20 11:58:55.916258,"{""datapoint_count_new"":4}"
43269,participant_0088,intro-test,user_prediction,2025-02-20 11:58:56.491388,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""3""}"
43270,participant_0088,intro-test,handleNext,2025-02-20 11:58:56.973156,"{""datapoint_count_new"":3}"
43271,participant_0006,teaching,user_prediction,2025-02-20 11:58:58.312681,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""under 50k""}"
45145,participant_0086,teaching,handleNext,2025-02-20 12:32:15.031732,"{""datapoint_count_new"":2}"
43272,participant_0058,intro-test,user_prediction,2025-02-20 11:59:00.294576,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""3""}"
43273,participant_0058,intro-test,handleNext,2025-02-20 11:59:00.823537,"{""datapoint_count_new"":5}"
43274,participant_0006,test,handleNext,2025-02-20 11:59:01.766484,"{""datapoint_count_new"":2}"
43275,participant_0088,intro-test,user_prediction,2025-02-20 11:59:07.786258,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43276,participant_0088,intro-test,handleNext,2025-02-20 11:59:08.302134,"{""datapoint_count_new"":4}"
43277,participant_0115,intro-test,user_prediction,2025-02-20 11:59:08.319745,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""3""}"
43278,participant_0115,intro-test,handleNext,2025-02-20 11:59:08.925637,"{""datapoint_count_new"":2}"
43279,participant_0058,intro-test,user_prediction,2025-02-20 11:59:09.360226,"{""datapoint_count"":5,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
43280,participant_0058,intro-test,handleNext,2025-02-20 11:59:09.849590,"{""datapoint_count_new"":6}"
43281,participant_0006,test,user_prediction,2025-02-20 11:59:10.780611,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""over 50k""}"
43282,participant_0006,teaching,handleNext,2025-02-20 11:59:10.901689,"{""datapoint_count_new"":3}"
43283,participant_0088,intro-test,user_prediction,2025-02-20 11:59:14.770602,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""3""}"
43284,participant_0088,intro-test,handleNext,2025-02-20 11:59:15.293681,"{""datapoint_count_new"":5}"
43285,participant_0006,teaching,user_prediction,2025-02-20 11:59:20.651180,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""under 50k""}"
43286,participant_0069,teaching,user_prediction,2025-02-20 11:59:23.423302,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""over 50k""}"
43287,participant_0006,test,handleNext,2025-02-20 11:59:23.566690,"{""datapoint_count_new"":3}"
43288,participant_0006,test,user_prediction,2025-02-20 11:59:28.642658,"{""datapoint_count"":3,""prediction"":""over 50k"",""true_label"":""under 50k""}"
43289,participant_0006,teaching,handleNext,2025-02-20 11:59:28.763180,"{""datapoint_count_new"":4}"
43290,participant_0088,intro-test,user_prediction,2025-02-20 11:59:29.723103,"{""datapoint_count"":5,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43291,participant_0058,intro-test,user_prediction,2025-02-20 11:59:30.073044,"{""datapoint_count"":6,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43292,participant_0088,intro-test,handleNext,2025-02-20 11:59:30.240621,"{""datapoint_count_new"":6}"
43293,participant_0058,intro-test,handleNext,2025-02-20 11:59:30.700419,"{""datapoint_count_new"":7}"
43294,participant_0006,teaching,user_prediction,2025-02-20 11:59:36.032362,"{""datapoint_count"":4,""prediction"":""over 50k"",""true_label"":""under 50k""}"
43295,participant_0058,intro-test,user_prediction,2025-02-20 11:59:37.442038,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43296,participant_0058,intro-test,handleNext,2025-02-20 11:59:37.969447,"{""datapoint_count_new"":8}"
43297,participant_0006,teaching,question,2025-02-20 11:59:41.347590,"{""datapoint_count"":4,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43298,participant_0058,intro-test,user_prediction,2025-02-20 11:59:41.743449,"{""datapoint_count"":8,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
52104,participant_0034,final-test,handleNext,2025-02-20 15:58:53.941626,"{""datapoint_count_new"":10}"
47093,participant_0102,teaching,question,2025-02-20 13:14:27.801643,"{""datapoint_count"":8,""question"":""How <b>confident</b> is the model in the prediction <b>for this person</b>?"",""question_id"":""modelConfidence""}"
43299,participant_0058,intro-test,handleNext,2025-02-20 11:59:42.271881,"{""datapoint_count_new"":9}"
43300,participant_0088,intro-test,user_prediction,2025-02-20 11:59:45.587249,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
43301,participant_0088,intro-test,handleNext,2025-02-20 11:59:46.102757,"{""datapoint_count_new"":7}"
43302,participant_0058,intro-test,user_prediction,2025-02-20 11:59:46.236637,"{""datapoint_count"":9,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""3""}"
43303,participant_0058,intro-test,handleNext,2025-02-20 11:59:46.725340,"{""datapoint_count_new"":10}"
43304,participant_0058,intro-test,user_prediction,2025-02-20 11:59:50.050855,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""4""}"
43305,participant_0058,teaching,handleNext,2025-02-20 11:59:50.093204,"{""datapoint_count_new"":1}"
43306,participant_0088,intro-test,user_prediction,2025-02-20 11:59:53.139442,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43307,participant_0088,intro-test,handleNext,2025-02-20 11:59:53.659626,"{""datapoint_count_new"":8}"
45147,participant_0017,final-test,handleNext,2025-02-20 12:32:15.695457,"{""datapoint_count_new"":9}"
49640,participant_0100,test,user_prediction,2025-02-20 14:12:15.970461,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""under 50k""}"
43308,participant_0006,teaching,question,2025-02-20 11:59:55.741567,"{""datapoint_count"":4,""question"":""What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?"",""question_id"":""shapAllFeatures""}"
43309,participant_0088,intro-test,user_prediction,2025-02-20 12:00:00.281550,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43310,participant_0088,intro-test,handleNext,2025-02-20 12:00:00.797020,"{""datapoint_count_new"":9}"
43311,participant_0069,teaching,question,2025-02-20 12:00:03.961706,"{""datapoint_count"":1,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43312,participant_0088,intro-test,user_prediction,2025-02-20 12:00:11.867345,"{""datapoint_count"":9,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
43313,participant_0088,intro-test,handleNext,2025-02-20 12:00:12.381008,"{""datapoint_count_new"":10}"
43314,participant_0006,test,handleNext,2025-02-20 12:00:12.891894,"{""datapoint_count_new"":4}"
43315,participant_0006,test,user_prediction,2025-02-20 12:00:16.892553,"{""datapoint_count"":4,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43316,participant_0006,teaching,handleNext,2025-02-20 12:00:17.010362,"{""datapoint_count_new"":5}"
43317,participant_0069,teaching,question,2025-02-20 12:00:18.611435,"{""datapoint_count"":1,""question"":""Why are these the most important attributes?"",""question_id"":""followupWhyThisFeatureImportant""}"
43318,participant_0088,intro-test,user_prediction,2025-02-20 12:00:19.883581,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
43319,participant_0088,teaching,handleNext,2025-02-20 12:00:19.915888,"{""datapoint_count_new"":1}"
43320,participant_0058,teaching,user_prediction,2025-02-20 12:00:20.545418,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""over 50k""}"
43321,participant_0006,teaching,user_prediction,2025-02-20 12:00:22.195220,"{""datapoint_count"":5,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43322,participant_0006,teaching,question,2025-02-20 12:00:24.559999,"{""datapoint_count"":5,""question"":""What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?"",""question_id"":""shapAllFeatures""}"
43323,participant_0115,intro-test,user_prediction,2025-02-20 12:00:26.258886,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
43324,participant_0115,intro-test,handleNext,2025-02-20 12:00:26.863004,"{""datapoint_count_new"":3}"
43325,participant_0058,teaching,question,2025-02-20 12:00:31.348700,"{""datapoint_count"":1,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43326,participant_0006,test,handleNext,2025-02-20 12:00:40.677201,"{""datapoint_count_new"":5}"
43327,participant_0006,test,user_prediction,2025-02-20 12:00:45.965441,"{""datapoint_count"":5,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43328,participant_0006,teaching,handleNext,2025-02-20 12:00:46.082993,"{""datapoint_count_new"":6}"
43329,participant_0115,intro-test,user_prediction,2025-02-20 12:00:47.371460,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43330,participant_0115,intro-test,handleNext,2025-02-20 12:00:48.016424,"{""datapoint_count_new"":4}"
43331,participant_0006,teaching,user_prediction,2025-02-20 12:00:54.477188,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43332,participant_0006,teaching,question,2025-02-20 12:00:56.644172,"{""datapoint_count"":6,""question"":""What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?"",""question_id"":""shapAllFeatures""}"
43333,participant_0058,teaching,question,2025-02-20 12:00:57.957244,"{""datapoint_count"":1,""question"":""Which <b>group of attributes</b> is most important for <b>for this person</b>?"",""question_id"":""anchor""}"
43334,participant_0058,teaching,proceeding_stop,2025-02-20 12:01:02.643868,"{""datapoint_count"":1,""message"":{""feedback"":true,""followup"":null,""id"":""9056bde0-555b-435e-aeec-50e7d6b04791"",""isUser"":false,""reasoning"":"""",""text"":""Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...""}}"
43335,participant_0088,teaching,user_prediction,2025-02-20 12:01:04.090342,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""over 50k""}"
43336,participant_0058,test,handleNext,2025-02-20 12:01:06.138434,"{""datapoint_count_new"":1}"
43337,participant_0050,intro-test,user_prediction,2025-02-20 12:01:06.217097,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
43338,participant_0050,intro-test,handleNext,2025-02-20 12:01:06.755149,"{""datapoint_count_new"":2}"
43339,participant_0088,teaching,question,2025-02-20 12:01:15.553803,"{""datapoint_count"":1,""question"":""Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?"",""question_id"":""top3Features""}"
43340,participant_0050,intro-test,user_prediction,2025-02-20 12:01:15.982644,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
43341,participant_0050,intro-test,handleNext,2025-02-20 12:01:16.520110,"{""datapoint_count_new"":3}"
43342,participant_0058,test,user_prediction,2025-02-20 12:01:19.669727,"{""datapoint_count"":1,""prediction"":""over 50k"",""true_label"":""over 50k""}"
43343,participant_0058,teaching,handleNext,2025-02-20 12:01:19.748563,"{""datapoint_count_new"":2}"
43344,participant_0115,intro-test,user_prediction,2025-02-20 12:01:21.487217,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
43345,participant_0006,teaching,question,2025-02-20 12:01:21.965533,"{""datapoint_count"":6,""question"":""How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?"",""question_id"":""globalPdp""}"
