id,user_id,source,action,created_at,details
1255,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:21:39.362887,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""under 50k""}"
1259,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:21:50.476519,"{""datapoint_count"":5,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1261,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:21:53.203755,"{""datapoint_count"":4,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1263,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,handleNext,2024-04-11 09:21:53.745504,"{""datapoint_count_new"":5}"
1267,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:22:01.527598,"{""datapoint_count"":5,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1269,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:22:01.919766,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
1274,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,handleNext,2024-04-11 09:22:14.768794,"{""datapoint_count_new"":7}"
1277,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:22:21.370096,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1279,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,handleNext,2024-04-11 09:22:22.013503,"{""datapoint_count_new"":9}"
1281,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,handleNext,2024-04-11 09:22:25.807941,"{""datapoint_count_new"":8}"
1283,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:22:27.114526,"{""datapoint_count_new"":4}"
1285,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,handleNext,2024-04-11 09:22:28.892702,"{""datapoint_count_new"":10}"
1218,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:18:58.682442,"{""datapoint_count_new"":9}"
1220,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:19:07.575614,"{""datapoint_count_new"":10}"
1222,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:19:13.883083,"{""datapoint_count_new"":1}"
1223,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:19:41.294027,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1225,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:19:59.359411,"{""datapoint_count"":1,""question"":"" What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?"",""question_id"":25}"
1227,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:20:18.345889,"{""datapoint_count"":1,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? "",""question_id"":24}"
1229,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:20:47.839955,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1233,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:20:58.930573,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1235,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:21:00.409251,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""over 50k""}"
1236,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:21:04.205704,"{""datapoint_count"":2,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?"",""question_id"":23}"
1240,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,handleNext,2024-04-11 09:21:11.213361,"{""datapoint_count_new"":3}"
1242,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:21:19.144237,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
1244,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:21:20.775201,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1248,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:21:30.141773,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""0""}"
1250,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:21:30.626608,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1252,0a8cc657-5d49-40b0-a161-3337688e5956,test,handleNext,2024-04-11 09:21:34.352544,"{""datapoint_count_new"":2}"
1254,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,handleNext,2024-04-11 09:21:38.568915,"{""datapoint_count_new"":4}"
1256,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:21:39.501981,"{""datapoint_count_new"":3}"
1260,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:21:51.040561,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""over 50k""}"
1262,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,handleNext,2024-04-11 09:21:53.726379,"{""datapoint_count_new"":6}"
1264,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:21:59.210250,"{""datapoint_count"":3,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1268,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,handleNext,2024-04-11 09:22:01.618354,"{""datapoint_count_new"":6}"
1270,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,handleNext,2024-04-11 09:22:02.130578,"{""datapoint_count_new"":7}"
1271,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:22:11.312579,"{""datapoint_count"":7,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1273,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:22:13.659351,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
1275,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,handleNext,2024-04-11 09:22:14.810482,"{""datapoint_count_new"":8}"
1278,0a8cc657-5d49-40b0-a161-3337688e5956,test,handleNext,2024-04-11 09:22:21.938245,"{""datapoint_count_new"":3}"
1280,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:22:25.733535,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""0""}"
1282,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:22:26.981981,"{""datapoint_count"":3,""prediction"":""over 50k"",""true_label"":""over 50k""}"
1284,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:22:28.685257,"{""datapoint_count"":9,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1288,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:22:33.119291,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1295,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:22:38.839732,"{""datapoint_count"":4,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1307,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:22:53.730648,"{""datapoint_count"":10,""prediction"":""over 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
1321,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,user_prediction,2024-04-11 09:23:22.307004,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1325,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:23:27.145335,"{""datapoint_count"":5,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1332,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:23:41.799708,"{""datapoint_count"":1,""question"":"" What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?"",""question_id"":25}"
1335,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:23:48.264120,"{""datapoint_count"":1,""question"":"" How are the different values of Occupation <b>distributed</b> in the dataset?"",""question_id"":13}"
1339,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,handleNext,2024-04-11 09:23:49.342399,"{""datapoint_count_new"":1}"
1351,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,user_prediction,2024-04-11 09:24:04.288253,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""over 50k""}"
1354,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:24:07.382834,"{""datapoint_count_new"":7}"
1289,c2812d94-73f4-45ed-a24a-b96bd10bcec6,intro-test,user_prediction,2024-04-11 09:22:33.151633,"{""datapoint_count"":10,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1300,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,user_prediction,2024-04-11 09:22:47.409388,"{""datapoint_count"":9,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
1312,720bd337-3c25-4e20-9e78-187abec92efa,teaching,handleNext,2024-04-11 09:22:57.746756,"{""datapoint_count_new"":1}"
1322,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:23:22.659986,"{""datapoint_count"":5,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1326,720bd337-3c25-4e20-9e78-187abec92efa,teaching,user_prediction,2024-04-11 09:23:27.725418,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1329,0a8cc657-5d49-40b0-a161-3337688e5956,test,handleNext,2024-04-11 09:23:38.797845,"{""datapoint_count_new"":5}"
1333,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:23:44.124798,"{""datapoint_count"":5,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1340,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:23:52.405524,"{""datapoint_count"":6,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1290,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,handleNext,2024-04-11 09:22:33.233185,"{""datapoint_count_new"":9}"
1306,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:22:52.737147,"{""datapoint_count_new"":5}"
1346,720bd337-3c25-4e20-9e78-187abec92efa,teaching,question,2024-04-11 09:23:59.416163,"{""datapoint_count"":1,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?"",""question_id"":23}"
1353,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:24:07.240888,"{""datapoint_count"":6,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1369,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:24:25.683508,"{""datapoint_count"":2,""question"":"" How are the different values of Occupation <b>distributed</b> in the dataset?"",""question_id"":13}"
1385,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:24:38.489332,"{""datapoint_count"":8,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1393,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:24:48.062797,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""over 50k""}"
1398,720bd337-3c25-4e20-9e78-187abec92efa,teaching,question,2024-04-11 09:24:54.727478,"{""datapoint_count"":1,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?"",""question_id"":11}"
1410,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:25:08.287214,"{""datapoint_count_new"":10}"
1414,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,user_prediction,2024-04-11 09:25:10.518542,"{""datapoint_count"":3,""prediction"":""over 50k"",""true_label"":""over 50k""}"
1422,720bd337-3c25-4e20-9e78-187abec92efa,test,handleNext,2024-04-11 09:25:19.222862,"{""datapoint_count_new"":1}"
1433,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:25:28.580455,"{""datapoint_count"":10,""prediction"":""over 50k"",""true_label"":""under 50k""}"
1437,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,handleNext,2024-04-11 09:25:32.493847,"{""datapoint_count_new"":4}"
1291,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,handleNext,2024-04-11 09:22:33.349243,"{""datapoint_count_new"":1}"
1294,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:22:34.545025,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1301,720bd337-3c25-4e20-9e78-187abec92efa,intro-test,handleNext,2024-04-11 09:22:47.503088,"{""datapoint_count_new"":10}"
1302,0a8cc657-5d49-40b0-a161-3337688e5956,test,handleNext,2024-04-11 09:22:48.615616,"{""datapoint_count_new"":4}"
1305,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:22:52.424403,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1334,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:23:44.267013,"{""datapoint_count_new"":6}"
1337,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:23:49.057603,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k""}"
1360,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,user_prediction,2024-04-11 09:24:14.616027,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""over 50k""}"
1364,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:24:22.250019,"{""datapoint_count"":2,""question"":"" What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?"",""question_id"":25}"
1376,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:24:27.832844,"{""datapoint_count_new"":8}"
1380,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:24:32.957812,"{""datapoint_count"":8,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1441,720bd337-3c25-4e20-9e78-187abec92efa,teaching,question,2024-04-11 09:25:39.259841,"{""datapoint_count"":2,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?"",""question_id"":23}"
1451,720bd337-3c25-4e20-9e78-187abec92efa,test,handleNext,2024-04-11 09:25:51.434097,"{""datapoint_count_new"":2}"
1463,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,handleNext,2024-04-11 09:26:01.082266,"{""datapoint_count_new"":4}"
1471,2f25fc91-03ea-46d2-9c25-feafe6abfffb,intro-test,user_prediction,2024-04-11 09:26:15.355285,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""2""}"
1482,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:26:27.123298,"{""datapoint_count"":5,""question"":"" What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?"",""question_id"":25}"
1486,2f25fc91-03ea-46d2-9c25-feafe6abfffb,intro-test,user_prediction,2024-04-11 09:26:34.116026,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""over 50k"",""confidence_level"":""2""}"
1490,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,user_prediction,2024-04-11 09:26:37.454263,"{""datapoint_count"":5,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1494,720bd337-3c25-4e20-9e78-187abec92efa,teaching,user_prediction,2024-04-11 09:26:40.586843,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""over 50k""}"
1344,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,user_prediction,2024-04-11 09:23:57.876195,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1348,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,handleNext,2024-04-11 09:24:01.656230,"{""datapoint_count_new"":2}"
1352,0a8cc657-5d49-40b0-a161-3337688e5956,test,handleNext,2024-04-11 09:24:04.356103,"{""datapoint_count_new"":6}"
1355,720bd337-3c25-4e20-9e78-187abec92efa,teaching,question,2024-04-11 09:24:10.382218,"{""datapoint_count"":1,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?"",""question_id"":27}"
1359,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:24:13.748136,"{""datapoint_count"":7,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1363,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:24:18.121824,"{""datapoint_count"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1367,720bd337-3c25-4e20-9e78-187abec92efa,teaching,question,2024-04-11 09:24:25.428566,"{""datapoint_count"":1,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? "",""question_id"":24}"
1375,0a8cc657-5d49-40b0-a161-3337688e5956,test,user_prediction,2024-04-11 09:24:27.693723,"{""datapoint_count"":7,""prediction"":""over 50k"",""true_label"":""under 50k""}"
1379,720bd337-3c25-4e20-9e78-187abec92efa,teaching,question,2024-04-11 09:24:31.063287,"{""datapoint_count"":1,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1391,0a8cc657-5d49-40b0-a161-3337688e5956,test,handleNext,2024-04-11 09:24:45.313127,"{""datapoint_count_new"":8}"
1460,5329979c-42a2-4d02-963c-367bb0ef679d,intro-test,user_prediction,2024-04-11 09:25:59.372041,"{""datapoint_count"":3,""prediction"":""under 50k"",""true_label"":""over 50k"",""confidence_level"":""1""}"
1472,2f25fc91-03ea-46d2-9c25-feafe6abfffb,intro-test,handleNext,2024-04-11 09:26:15.499406,"{""datapoint_count_new"":2}"
1483,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:26:29.537051,"{""datapoint_count"":5,""question"":"" How are the different values of Occupation <b>distributed</b> in the dataset?"",""question_id"":13}"
1487,2f25fc91-03ea-46d2-9c25-feafe6abfffb,intro-test,handleNext,2024-04-11 09:26:34.260971,"{""datapoint_count_new"":3}"
1491,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,handleNext,2024-04-11 09:26:37.725541,"{""datapoint_count_new"":6}"
1496,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,user_prediction,2024-04-11 09:26:42.160547,"{""datapoint_count"":6,""prediction"":""over 50k"",""true_label"":""over 50k""}"
1518,720bd337-3c25-4e20-9e78-187abec92efa,teaching,handleNext,2024-04-11 09:26:58.284773,"{""datapoint_count_new"":4}"
1370,0a8cc657-5d49-40b0-a161-3337688e5956,test,handleNext,2024-04-11 09:24:25.775848,"{""datapoint_count_new"":7}"
1374,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,handleNext,2024-04-11 09:24:26.960692,"{""datapoint_count_new"":2}"
1394,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,handleNext,2024-04-11 09:24:48.197431,"{""datapoint_count_new"":9}"
1506,720bd337-3c25-4e20-9e78-187abec92efa,test,handleNext,2024-04-11 09:26:51.033643,"{""datapoint_count_new"":3}"
1507,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:26:51.260589,"{""datapoint_count"":6,""question"":"" What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?"",""question_id"":25}"
1512,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:26:56.011565,"{""datapoint_count"":6,""question"":"" How are the different values of Occupation <b>distributed</b> in the dataset?"",""question_id"":13}"
1514,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,handleNext,2024-04-11 09:26:57.211764,"{""datapoint_count_new"":6}"
1395,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,user_prediction,2024-04-11 09:24:52.522459,"{""datapoint_count"":9,""prediction"":""over 50k"",""true_label"":""under 50k""}"
1399,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:24:55.956624,"{""datapoint_count"":9,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1407,0a8cc657-5d49-40b0-a161-3337688e5956,test,handleNext,2024-04-11 09:25:05.637228,"{""datapoint_count_new"":9}"
1411,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,user_prediction,2024-04-11 09:25:09.861899,"{""datapoint_count"":2,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1415,5329979c-42a2-4d02-963c-367bb0ef679d,intro-test,user_prediction,2024-04-11 09:25:11.743580,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k"",""confidence_level"":""1""}"
1419,0a8cc657-5d49-40b0-a161-3337688e5956,teaching,question,2024-04-11 09:25:16.706632,"{""datapoint_count"":10,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?"",""question_id"":7}"
1434,0a8cc657-5d49-40b0-a161-3337688e5956,final-test,handleNext,2024-04-11 09:25:28.765664,"{""datapoint_count_new"":1}"
1204,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:17:33.538609,"{""datapoint_count_new"":2}"
1206,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:17:49.953835,"{""datapoint_count_new"":3}"
1208,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:18:08.268635,"{""datapoint_count_new"":4}"
1210,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:18:17.248270,"{""datapoint_count_new"":5}"
1212,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:18:23.544928,"{""datapoint_count_new"":6}"
1214,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:18:42.923240,"{""datapoint_count_new"":7}"
1216,0a8cc657-5d49-40b0-a161-3337688e5956,intro-test,handleNext,2024-04-11 09:18:51.663196,"{""datapoint_count_new"":8}"
1412,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,handleNext,2024-04-11 09:25:10.304750,"{""datapoint_count_new"":3}"
1416,5329979c-42a2-4d02-963c-367bb0ef679d,intro-test,handleNext,2024-04-11 09:25:11.960231,"{""datapoint_count_new"":2}"
1420,c2812d94-73f4-45ed-a24a-b96bd10bcec6,teaching,question,2024-04-11 09:25:17.182912,"{""datapoint_count"":3,""question"":"" What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?"",""question_id"":25}"
1427,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,handleNext,2024-04-11 09:25:24.060913,"{""datapoint_count_new"":3}"
1431,720bd337-3c25-4e20-9e78-187abec92efa,test,user_prediction,2024-04-11 09:25:26.841852,"{""datapoint_count"":1,""prediction"":""under 50k"",""true_label"":""under 50k""}"
1446,5329979c-42a2-4d02-963c-367bb0ef679d,intro-test,handleNext,2024-04-11 09:25:45.357344,"{""datapoint_count_new"":3}"
1461,5329979c-42a2-4d02-963c-367bb0ef679d,intro-test,handleNext,2024-04-11 09:25:59.583511,"{""datapoint_count_new"":4}"
1465,720bd337-3c25-4e20-9e78-187abec92efa,test,user_prediction,2024-04-11 09:26:06.846184,"{""datapoint_count"":2,""prediction"":""over 50k"",""true_label"":""under 50k""}"
1469,c2812d94-73f4-45ed-a24a-b96bd10bcec6,test,user_prediction,2024-04-11 09:26:13.607853,"{""datapoint_count"":4,""prediction"":""under 50k"",""true_label"":""under 50k""}"
