Case id,Activity,Timestamp
6133a23c-c1bc-4196-bdde-bcf0a8cafa67_5,Counterfactuals,2024-04-11 09:58:55
6133a23c-c1bc-4196-bdde-bcf0a8cafa67_6,Counterfactuals,2024-04-11 10:00:04
6133a23c-c1bc-4196-bdde-bcf0a8cafa67_7,Most Important Features,2024-04-11 10:00:43
6133a23c-c1bc-4196-bdde-bcf0a8cafa67_10,Counterfactuals,2024-04-11 10:02:14
6133a23c-c1bc-4196-bdde-bcf0a8cafa67_10,Least Important Features,2024-04-11 10:02:18
106f850f-65bd-4730-81aa-655e24fe4cbf_1,Most Important Features,2024-04-11 09:48:34
106f850f-65bd-4730-81aa-655e24fe4cbf_1,Feature Attributions,2024-04-11 09:48:42
106f850f-65bd-4730-81aa-655e24fe4cbf_1,Ceteris Paribus,2024-04-11 09:48:55
106f850f-65bd-4730-81aa-655e24fe4cbf_1,Feature Ranges,2024-04-11 09:49:03
106f850f-65bd-4730-81aa-655e24fe4cbf_9,Ceteris Paribus,2024-04-11 10:01:46
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29_1,Most Important Features,2024-04-11 09:48:33
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29_1,Counterfactuals,2024-04-11 09:48:48
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29_1,Anchors,2024-04-11 09:49:13
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29_1,Ceteris Paribus,2024-04-11 09:49:33
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29_1,Ceteris Paribus,2024-04-11 09:49:44
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29_1,Feature Ranges,2024-04-11 09:49:53
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29_9,Most Important Features,2024-04-11 09:55:19
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29_9,Ceteris Paribus,2024-04-11 09:55:36
